"scenario_id","year","total","sector_id","fuel_type_id"
18,2011,0.2211428,1,1
18,2012,0.2573824,1,1
18,2013,0.2905731,1,1
18,2014,0.323199,1,1
18,2015,0.3553691,1,1
18,2016,0.4209754,1,1
18,2017,0.4500884,1,1
18,2018,0.4785997,1,1
18,2019,0.5047345,1,1
18,2020,0.5267461,1,1
18,2021,0.6119439,1,1
18,2022,0.6290095,1,1
18,2023,0.6452244,1,1
18,2024,0.6552096,1,1
18,2025,0.6597415,1,1
18,2026,0.7209774,1,1
18,2027,0.7172195,1,1
18,2028,0.7169588,1,1
18,2029,0.7166386,1,1
18,2030,0.7163423,1,1
18,2031,0.7761613,1,1
18,2032,0.7719945,1,1
18,2033,0.7716615,1,1
18,2034,0.771329,1,1
18,2035,0.7709965,1,1
18,2036,0.8308521,1,1
18,2037,0.8266852,1,1
18,2038,0.8263498,1,1
18,2039,0.8260147,1,1
18,2040,0.8256793,1,1
18,2041,0.8855358,1,1
18,2042,0.8817069,1,1
18,2043,0.8817069,1,1
18,2044,0.8817069,1,1
18,2045,0.8817069,1,1
18,2046,0.8817069,1,1
18,2047,0.8778794,1,1
18,2048,0.8778794,1,1
18,2049,0.8778794,1,1
18,2050,0.8778794,1,1
18,2011,0.06126102,1,2
18,2012,0.01302233,1,2
18,2013,0.008390495,1,2
18,2014,0.005758931,1,2
18,2015,0.004036858,1,2
18,2016,0.003043739,1,2
18,2017,0.002266759,1,2
18,2018,0.001695145,1,2
18,2019,0.001216341,1,2
18,2020,0.000896858,1,2
18,2021,0.0007055074,1,2
18,2022,0.0005583521,1,2
18,2023,0.0004809582,1,2
18,2024,0.0004507553,1,2
18,2025,0.0004455334,1,2
18,2026,0.0004498315,1,2
18,2027,0.0004567629,1,2
18,2028,0.0004641596,1,2
18,2029,0.000471609,1,2
18,2030,0.0004790621,1,2
18,2031,0.0004865154,1,2
18,2032,0.0004939687,1,2
18,2033,0.0005014219,1,2
18,2034,0.0005088752,1,2
18,2035,0.0005163285,1,2
18,2036,0.0005237818,1,2
18,2037,0.0005312351,1,2
18,2038,0.0005386884,1,2
18,2039,0.0005461417,1,2
18,2040,0.000553595,1,2
18,2041,0.0005610483,1,2
18,2042,0.0005610483,1,2
18,2043,0.0005610483,1,2
18,2044,0.0005610483,1,2
18,2045,0.0005610483,1,2
18,2046,0.0005610483,1,2
18,2047,0.0005610483,1,2
18,2048,0.0005610483,1,2
18,2049,0.0005610483,1,2
18,2050,0.0005610483,1,2
18,2011,1.708618,1,8
18,2012,1.720833,1,8
18,2013,1.707983,1,8
18,2014,1.693981,1,8
18,2015,1.679921,1,8
18,2016,1.731272,1,8
18,2017,1.706304,1,8
18,2018,1.690597,1,8
18,2019,1.677507,1,8
18,2020,1.674213,1,8
18,2021,1.779183,1,8
18,2022,1.769383,1,8
18,2023,1.768657,1,8
18,2024,1.772538,1,8
18,2025,1.780469,1,8
18,2026,1.882893,1,8
18,2027,1.8848,1,8
18,2028,1.892405,1,8
18,2029,1.899783,1,8
18,2030,1.90699,1,8
18,2031,2.006703,1,8
18,2032,2.005504,1,8
18,2033,2.009961,1,8
18,2034,2.014417,1,8
18,2035,2.018871,1,8
18,2036,2.116048,1,8
18,2037,2.112806,1,8
18,2038,2.115228,1,8
18,2039,2.117649,1,8
18,2040,2.120069,1,8
18,2041,2.215216,1,8
18,2042,2.209558,1,8
18,2043,2.209558,1,8
18,2044,2.209558,1,8
18,2045,2.209558,1,8
18,2046,2.209558,1,8
18,2047,2.203902,1,8
18,2048,2.203902,1,8
18,2049,2.203902,1,8
18,2050,2.203902,1,8
18,2011,0.02349078,1,9
18,2012,0.00148425,1,9
18,2013,0.000216092,1,9
18,2014,4.932634e-05,1,9
18,2015,2.931526e-05,1,9
18,2016,3.14546e-05,1,9
18,2017,6.229051e-05,1,9
18,2018,0.0001011632,1,9
18,2019,0.0001712669,1,9
18,2020,0.0007860563,1,9
18,2021,0.001515805,1,9
18,2022,0.002059876,1,9
18,2023,0.002406183,1,9
18,2024,0.002597154,1,9
18,2025,0.002696596,1,9
18,2026,0.00275649,1,9
18,2027,0.002805511,1,9
18,2028,0.002851939,1,9
18,2029,0.002897996,1,9
18,2030,0.00294402,1,9
18,2031,0.002990042,1,9
18,2032,0.003036063,1,9
18,2033,0.003082085,1,9
18,2034,0.003128107,1,9
18,2035,0.003174128,1,9
18,2036,0.00322015,1,9
18,2037,0.003266171,1,9
18,2038,0.003312193,1,9
18,2039,0.003358215,1,9
18,2040,0.003404236,1,9
18,2041,0.003450258,1,9
18,2042,0.003450258,1,9
18,2043,0.003450258,1,9
18,2044,0.003450258,1,9
18,2045,0.003450258,1,9
18,2046,0.003450258,1,9
18,2047,0.003450258,1,9
18,2048,0.003450258,1,9
18,2049,0.003450258,1,9
18,2050,0.003450258,1,9
18,2011,0,1,5
18,2012,0,1,5
18,2013,0,1,5
18,2014,0,1,5
18,2015,0,1,5
18,2016,0,1,5
18,2017,0,1,5
18,2018,0,1,5
18,2019,0,1,5
18,2020,0,1,5
18,2021,0,1,5
18,2022,0,1,5
18,2023,0,1,5
18,2024,0,1,5
18,2025,0,1,5
18,2026,0,1,5
18,2027,0,1,5
18,2028,0,1,5
18,2029,0,1,5
18,2030,0,1,5
18,2031,0,1,5
18,2032,0,1,5
18,2033,0,1,5
18,2034,0,1,5
18,2035,0,1,5
18,2036,0,1,5
18,2037,0,1,5
18,2038,0,1,5
18,2039,0,1,5
18,2040,0,1,5
18,2041,0,1,5
18,2042,0,1,5
18,2043,0,1,5
18,2044,0,1,5
18,2045,0,1,5
18,2046,0,1,5
18,2047,0,1,5
18,2048,0,1,5
18,2049,0,1,5
18,2050,0,1,5
18,2011,1.633236,2,1
18,2012,1.654179,2,1
18,2013,1.654179,2,1
18,2014,1.654179,2,1
18,2015,1.654179,2,1
18,2016,1.654179,2,1
18,2017,1.697533,2,1
18,2018,1.697533,2,1
18,2019,1.697533,2,1
18,2020,1.697533,2,1
18,2021,1.697533,2,1
18,2022,1.752311,2,1
18,2023,1.752311,2,1
18,2024,1.752311,2,1
18,2025,1.752311,2,1
18,2026,1.752311,2,1
18,2027,1.80709,2,1
18,2028,1.80709,2,1
18,2029,1.80709,2,1
18,2030,1.80709,2,1
18,2031,1.80709,2,1
